"행정구역","2016년_계_총인구수","2016년_계_연령구간인구수","2016년_계_0~9세","2016년_계_10~19세","2016년_계_20~29세","2016년_계_30~39세","2016년_계_40~49세","2016년_계_50~59세","2016년_계_60~69세","2016년_계_70~79세","2016년_계_80~89세","2016년_계_90~99세","2016년_계_100세 이상","2017년_계_총인구수","2017년_계_연령구간인구수","2017년_계_0~9세","2017년_계_10~19세","2017년_계_20~29세","2017년_계_30~39세","2017년_계_40~49세","2017년_계_50~59세","2017년_계_60~69세","2017년_계_70~79세","2017년_계_80~89세","2017년_계_90~99세","2017년_계_100세 이상","2018년_계_총인구수","2018년_계_연령구간인구수","2018년_계_0~9세","2018년_계_10~19세","2018년_계_20~29세","2018년_계_30~39세","2018년_계_40~49세","2018년_계_50~59세","2018년_계_60~69세","2018년_계_70~79세","2018년_계_80~89세","2018년_계_90~99세","2018년_계_100세 이상","2019년_계_총인구수","2019년_계_연령구간인구수","2019년_계_0~9세","2019년_계_10~19세","2019년_계_20~29세","2019년_계_30~39세","2019년_계_40~49세","2019년_계_50~59세","2019년_계_60~69세","2019년_계_70~79세","2019년_계_80~89세","2019년_계_90~99세","2019년_계_100세 이상","2020년_계_총인구수","2020년_계_연령구간인구수","2020년_계_0~9세","2020년_계_10~19세","2020년_계_20~29세","2020년_계_30~39세","2020년_계_40~49세","2020년_계_50~59세","2020년_계_60~69세","2020년_계_70~79세","2020년_계_80~89세","2020년_계_90~99세","2020년_계_100세 이상","2021년_계_총인구수","2021년_계_연령구간인구수","2021년_계_0~9세","2021년_계_10~19세","2021년_계_20~29세","2021년_계_30~39세","2021년_계_40~49세","2021년_계_50~59세","2021년_계_60~69세","2021년_계_70~79세","2021년_계_80~89세","2021년_계_90~99세","2021년_계_100세 이상"
"전라남도 나주시 (4617000000)","104,376","104,376","9,345","8,672","11,044","13,925","14,452","16,529","12,967","11,409","5,289","686","58","110,110","110,110","10,209","9,003","11,944","14,978","15,411","16,955","13,639","11,475","5,700","745","51","113,839","113,839","10,530","9,175","12,429","15,396","15,828","17,613","14,453","11,451","6,110","794","60","114,664","114,664","10,328","9,385","12,356","14,916","16,296","17,380","15,158","11,546","6,327","910","62","115,613","115,613","10,133","9,389","12,414","14,591","16,461","17,256","16,167","11,550","6,596","991","65","116,726","116,726","9,845","9,643","12,211","14,425","16,746","17,408","17,014","11,344","6,980","1,080","30"
"전라남도 광양시 (4623000000)","155,580","155,580","16,141","19,787","20,543","21,434","27,852","25,462","12,696","7,302","3,818","515","30","155,857","155,857","15,545","18,755","21,302","20,798","26,901","26,822","13,510","7,623","4,008","570","23","156,564","156,564","14,931","17,998","21,764","20,359","25,835","28,383","14,550","7,862","4,240","619","23","156,750","156,750","14,410","17,259","21,644","19,768","25,236","29,444","15,777","7,989","4,524","679","20","151,769","151,769","13,388","16,046","20,204","18,537","23,894","29,079","17,003","8,161","4,688","745","24","150,531","150,531","12,656","15,648","19,258","18,061","23,102","29,443","18,319","8,388","4,789","849","18"
"전라남도 담양군 (4671000000)","47,229","47,229","2,766","3,605","4,828","4,382","6,209","8,440","7,067","6,383","3,060","467","22","47,285","47,285","2,724","3,412","4,875","4,242","6,109","8,423","7,232","6,536","3,236","471","25","46,917","46,917","2,579","3,254","4,865","4,031","5,785","8,488","7,445","6,479","3,452","510","29","46,535","46,535","2,416","3,126","5,077","3,857","5,489","8,261","7,764","6,285","3,683","547","30","46,280","46,280","2,345","3,029","4,834","3,644","5,187","8,146","8,281","6,346","3,835","598","35","46,180","46,180","2,177","2,985","4,543","3,534","5,118","8,192","8,766","6,148","4,077","613","27"
"전라남도 곡성군 (4672000000)","30,400","30,400","1,569","2,530","2,767","2,314","3,857","5,254","4,412","4,684","2,645","355","13","30,131","30,131","1,476","2,385","2,778","2,217","3,738","5,206","4,468","4,609","2,855","390","9","29,624","29,624","1,369","2,277","2,736","2,047","3,482","5,210","4,603","4,488","2,963","439","10","28,887","28,887","1,220","2,143","2,630","1,851","3,244","5,057","4,773","4,373","3,106","480","10","28,039","28,039","1,085","1,928","2,387","1,718","3,025","4,897","5,004","4,285","3,190","506","14","27,535","27,535","964","1,859","2,173","1,619","2,886","4,753","5,295","4,105","3,288","579","14"
"전라남도 구례군 (4673000000)","27,412","27,412","1,612","2,302","2,373","2,329","3,703","4,792","4,002","4,142","1,923","219","15","27,525","27,525","1,511","2,282","2,386","2,203","3,657","4,938","4,049","4,133","2,109","243","14","27,117","27,117","1,355","2,157","2,328","2,063","3,489","4,928","4,230","4,041","2,240","272","14","26,563","26,563","1,252","2,032","2,237","1,906","3,200","4,821","4,446","3,924","2,406","322","17","25,719","25,719","1,141","1,858","1,985","1,686","2,926","4,624","4,704","3,900","2,496","377","22","25,235","25,235","1,024","1,774","1,882","1,506","2,707","4,555","4,910","3,781","2,685","398","13"
"전라남도 고흥군 (4677000000)","67,656","67,656","3,061","5,012","4,980","4,602","7,521","11,417","11,954","11,788","6,394","894","33","66,736","66,736","2,920","4,785","4,837","4,430","7,269","11,230","11,788","11,772","6,740","932","33","65,777","65,777","2,783","4,439","4,696","4,251","6,890","11,069","11,963","11,723","6,941","981","41","64,913","64,913","2,678","4,155","4,528","3,951","6,612","10,683","12,356","11,508","7,258","1,139","45","63,922","63,922","2,619","3,860","4,172","3,683","6,341","10,204","12,735","11,514","7,502","1,241","51","62,762","62,762","2,413","3,671","3,855","3,407","5,974","9,920","13,008","11,309","7,851","1,313","41"
"전라남도 보성군 (4678000000)","44,469","44,469","2,614","3,380","3,579","3,611","5,104","7,418","7,070","7,244","3,903","498","48","43,755","43,755","2,411","3,212","3,493","3,311","5,027","7,293","7,114","7,154","4,148","540","52","42,803","42,803","2,175","3,001","3,420","3,117","4,702","7,225","7,235","6,955","4,347","574","52","41,420","41,420","1,939","2,772","3,162","2,777","4,418","6,919","7,401","6,800","4,558","631","43","40,482","40,482","1,759","2,604","2,988","2,539","4,158","6,676","7,620","6,646","4,739","714","39","39,375","39,375","1,517","2,481","2,741","2,303","3,894","6,510","7,771","6,434","4,917","787","20"
"전라남도 화순군 (4679000000)","65,303","65,303","4,505","7,198","6,846","6,198","10,101","10,926","7,797","7,670","3,602","435","25","64,680","64,680","4,162","6,850","7,019","5,836","9,722","11,044","7,972","7,682","3,882","483","28","63,933","63,933","3,902","6,445","7,042","5,510","9,211","11,214","8,305","7,595","4,147","532","30","62,737","62,737","3,668","6,096","6,827","4,989","8,681","11,206","8,731","7,528","4,411","569","31","62,522","62,522","3,490","5,659","6,822","4,745","8,267","11,256","9,473","7,485","4,645","644","36","62,624","62,624","3,251","5,500","6,714","4,656","7,888","11,426","10,201","7,236","5,010","721","21"
"전라남도 장흥군 (4680000000)","40,669","40,669","2,374","3,706","3,658","3,336","5,055","6,912","5,988","5,902","3,305","407","26","40,136","40,136","2,221","3,482","3,669","3,205","4,869","6,845","6,032","5,909","3,452","427","25","39,312","39,312","2,146","3,251","3,499","3,166","4,547","6,730","6,105","5,765","3,628","449","26","38,563","38,563","2,095","3,019","3,301","3,020","4,350","6,561","6,281","5,587","3,748","574","27","37,800","37,800","2,014","2,811","3,098","2,784","4,132","6,322","6,615","5,474","3,902","624","24","36,547","36,547","1,834","2,605","2,869","2,513","3,825","6,135","6,736","5,341","3,998","677","14"
"전라남도 강진군 (4681000000)","37,753","37,753","2,543","3,243","3,382","3,248","4,503","6,400","5,572","5,661","2,842","332","27","36,868","36,868","2,248","3,026","3,335","2,977","4,377","6,278","5,628","5,593","3,012","364","30","36,144","36,144","2,070","2,864","3,161","2,878","4,140","6,137","5,719","5,496","3,255","397","27","35,286","35,286","1,949","2,677","2,978","2,677","3,909","5,887","5,960","5,353","3,430","438","28","34,597","34,597","1,775","2,520","2,865","2,461","3,773","5,649","6,198","5,233","3,566","528","29","33,753","33,753","1,531","2,404","2,705","2,237","3,546","5,512","6,461","5,056","3,692","599","10"
"전라남도 해남군 (4682000000)","75,121","75,121","5,533","6,662","6,443","6,903","9,565","12,858","11,076","10,568","4,851","627","35","73,604","73,604","5,158","6,336","6,196","6,424","9,151","12,701","11,236","10,521","5,173","672","36","71,901","71,901","4,718","6,026","5,996","5,995","8,732","12,388","11,500","10,346","5,473","691","36","70,354","70,354","4,390","5,597","5,747","5,570","8,439","12,012","11,880","10,229","5,697","755","38","68,806","68,806","4,004","5,273","5,546","5,076","8,057","11,582","12,356","10,057","5,987","823","45","67,166","67,166","3,598","4,971","5,379","4,585","7,606","11,350","12,704","9,829","6,232","888","24"
"전라남도 영암군 (4683000000)","57,045","57,045","4,859","5,366","5,278","6,650","8,395","9,263","6,963","6,700","3,184","354","33","55,616","55,616","4,398","5,179","5,077","6,021","8,101","9,305","7,058","6,667","3,381","403","26","54,731","54,731","4,144","4,930","4,968","5,689","7,759","9,371","7,325","6,517","3,586","410","32","54,593","54,593","3,955","4,713","5,071","5,323","7,659","9,450","7,631","6,422","3,856","482","31","53,699","53,699","3,539","4,443","5,103","4,778","7,431","9,413","8,051","6,329","4,040","537","35","52,937","52,937","3,175","4,280","4,898","4,426","7,185","9,465","8,581","6,139","4,191","586","11"
"전라남도 무안군 (4684000000)","82,109","82,109","8,298","9,233","7,698","10,854","12,850","12,199","9,321","7,850","3,353","424","29","82,872","82,872","8,057","9,186","7,936","10,713","13,054","12,421","9,623","7,869","3,554","428","31","81,991","81,991","7,631","8,972","8,172","9,914","12,726","12,556","9,864","7,877","3,774","475","30","81,105","81,105","7,234","8,799","8,129","9,397","12,537","12,491","10,140","7,830","3,971","543","34","86,132","86,132","7,795","9,241","8,828","10,269","13,519","12,872","10,845","7,913","4,196","620","34","91,107","91,107","8,171","9,699","9,488","11,153","14,514","13,513","11,561","7,899","4,481","610","18"
"전라남도 함평군 (4686000000)","34,397","34,397","1,927","2,639","2,972","2,728","4,241","5,913","5,241","5,688","2,673","360","15","34,328","34,328","1,826","2,550","2,994","2,654","4,148","5,889","5,340","5,641","2,901","365","20","33,420","33,420","1,644","2,394","2,800","2,492","3,892","5,806","5,490","5,432","3,046","401","23","32,861","32,861","1,503","2,203","2,712","2,278","3,708","5,730","5,686","5,299","3,273","445","24","32,050","32,050","1,387","2,048","2,516","2,124","3,477","5,505","5,919","5,155","3,404","490","25","31,274","31,274","1,210","1,994","2,334","1,838","3,264","5,354","6,197","4,907","3,628","533","15"
"전라남도 영광군 (4687000000)","55,618","55,618","4,054","5,127","5,571","5,508","7,495","9,190","7,737","7,411","3,061","428","36","54,774","54,774","3,839","4,842","5,398","5,322","7,195","9,098","7,809","7,488","3,278","465","40","54,127","54,127","3,726","4,652","5,307","5,107","6,893","9,006","8,068","7,322","3,548","463","35","53,852","53,852","3,795","4,392","5,219","5,031","6,820","8,863","8,188","7,219","3,784","501","40","53,099","53,099","3,765","4,169","5,012","4,871","6,553","8,543","8,467","7,171","3,965","549","34","51,985","51,985","3,631","4,000","4,661","4,592","6,218","8,415","8,671","6,956","4,279","537","25"
"전라남도 장성군 (4688000000)","46,104","46,104","3,529","3,910","4,346","4,714","6,205","7,601","6,366","6,151","2,899","346","37","46,111","46,111","3,414","3,738","4,400","4,557","6,153","7,647","6,529","6,178","3,079","380","36","45,795","45,795","3,250","3,634","4,376","4,267","5,991","7,779","6,642","6,069","3,333","416","38","45,739","45,739","3,090","3,468","4,749","4,030","5,789","7,689","6,869","6,034","3,527","453","41","44,464","44,464","2,781","3,283","4,273","3,661","5,536","7,481","7,260","5,937","3,710","502","40","43,365","43,365","2,438","3,164","3,897","3,369","5,239","7,435","7,642","5,717","3,922","528","14"
"전라남도 완도군 (4689000000)","52,668","52,668","3,731","4,394","4,242","5,243","6,764","8,729","7,978","7,838","3,315","408","26","52,109","52,109","3,565","4,259","4,149","5,017","6,663","8,657","7,943","7,854","3,553","427","22","51,477","51,477","3,510","3,996","4,071","4,749","6,443","8,644","8,026","7,709","3,867","440","22","50,689","50,689","3,356","3,798","3,860","4,436","6,360","8,371","8,262","7,572","4,159","493","22","49,916","49,916","3,153","3,637","3,777","4,008","6,216","8,081","8,621","7,428","4,410","559","26","48,631","48,631","2,887","3,490","3,562","3,611","5,916","7,871","8,737","7,319","4,589","633","16"
"전라남도 진도군 (4690000000)","32,078","32,078","2,073","2,704","2,668","2,770","3,975","5,443","4,792","5,173","2,209","259","12","31,765","31,765","1,965","2,611","2,627","2,620","3,908","5,415","4,839","5,156","2,335","277","12","31,219","31,219","1,879","2,464","2,570","2,517","3,745","5,341","4,889","4,991","2,508","302","13","30,715","30,715","1,808","2,329","2,499","2,367","3,619","5,195","5,021","4,850","2,687","327","13","31,227","31,227","1,704","2,279","2,700","2,313","3,722","5,109","5,355","4,747","2,913","367","18","30,066","30,066","1,547","2,153","2,417","2,079","3,398","4,958","5,515","4,519","3,074","397","9"
"전라남도 신안군 (4691000000)","42,652","42,652","2,019","2,626","3,830","3,618","5,255","7,866","7,040","7,018","3,014","351","15","42,070","42,070","1,972","2,468","3,620","3,418","5,097","7,768","7,046","6,978","3,328","359","16","41,263","41,263","1,856","2,339","3,424","3,259","4,863","7,592","7,246","6,728","3,550","391","15","40,274","40,274","1,733","2,185","3,152","3,051","4,570","7,361","7,448","6,585","3,748","424","17","38,938","38,938","1,560","2,040","2,779","2,682","4,324","7,042","7,641","6,406","3,950","496","18","38,217","38,217","1,412","1,957","2,538","2,469","4,102","6,903","7,970","6,209","4,131","515","11"
"경상북도  (4700000000)","2,700,398","2,700,398","222,272","264,658","308,303","339,593","421,947","460,007","336,251","225,768","107,402","13,386","811","2,691,706","2,691,706","215,451","254,396","305,390","329,087","414,254","461,486","352,151","230,114","113,788","14,776","813","2,676,831","2,676,831","207,609","245,099","300,125","319,542","399,573","467,650","365,286","235,036","120,081","15,972","858","2,665,836","2,665,836","200,184","235,748","294,550","306,807","391,533","465,268","386,456","237,963","129,177","17,223","927","2,639,422","2,639,422","189,561","225,924","284,163","291,117","383,508","459,662","409,250","241,411","135,047","18,786","993","2,626,609","2,626,609","178,515","221,964","276,021","279,475","377,180","454,427","433,047","244,151","140,963","20,313","553"
"경상북도 포항시 (4711000000)","516,775","516,775","46,236","55,081","61,496","69,380","85,333","93,256","62,383","30,109","11,876","1,537","88","513,832","513,832","44,828","52,696","60,914","66,821","83,518","92,599","66,248","31,833","12,560","1,728","87","510,013","510,013","43,445","50,625","59,688","64,822","80,242","92,738","69,495","33,696","13,300","1,864","98","507,025","507,025","41,886","48,518","58,258","62,180","78,697","91,700","73,780","35,479","14,433","1,995","99","502,916","502,916","39,673","46,753","56,450","59,577","77,130","90,149","78,580","36,999","15,351","2,142","112","503,852","503,852","37,303","46,200","56,622","57,588","76,741","89,130","82,934","38,543","16,407","2,324","60"
"경상북도 포항시 남구 (4711100000)","244,748","244,748","21,918","25,329","29,370","33,670","40,740","43,960","30,070","13,843","5,137","664","47","242,469","242,469","21,164","24,163","28,946","32,228","39,630","43,619","31,744","14,717","5,484","726","48","239,400","239,400","20,221","23,255","28,248","30,894","37,865","43,478","33,136","15,626","5,816","808","53","235,633","235,633","19,001","22,165","27,510","28,997","36,691","42,744","34,787","16,532","6,313","841","52","230,422","230,422","17,468","21,242","26,193","26,979","35,625","41,381","36,601","17,237","6,752","887","57","230,801","230,801","16,367","20,936","26,608","25,839","35,548","40,919","38,397","17,988","7,196","976","27"
"경상북도 포항시 북구 (4711300000)","272,027","272,027","24,318","29,752","32,126","35,710","44,593","49,296","32,313","16,266","6,739","873","41","271,363","271,363","23,664","28,533","31,968","34,593","43,888","48,980","34,504","17,116","7,076","1,002","39","270,613","270,613","23,224","27,370","31,440","33,928","42,377","49,260","36,359","18,070","7,484","1,056","45","271,392","271,392","22,885","26,353","30,748","33,183","42,006","48,956","38,993","18,947","8,120","1,154","47","272,494","272,494","22,205","25,511","30,257","32,598","41,505","48,768","41,979","19,762","8,599","1,255","55","273,051","273,051","20,936","25,264","30,014","31,749","41,193","48,211","44,537","20,555","9,211","1,348","33"
"경상북도 경주시 (4713000000)","259,452","259,452","19,058","25,591","29,430","29,344","41,999","46,110","34,053","22,290","10,307","1,198","72","257,903","257,903","18,308","24,386","29,084","28,187","40,763","46,401","35,567","22,798","11,009","1,329","71","256,864","256,864","17,582","23,227","28,789","27,546","38,847","47,328","37,049","23,361","11,600","1,457","78","255,402","255,402","16,942","22,060","27,997","26,584","37,811","47,073","38,847","23,967","12,457","1,576","88","253,502","253,502","16,196","20,836","26,921","25,460","36,687","46,852","41,169","24,523","13,012","1,754","92","251,889","251,889","15,375","20,189","25,692","24,522","35,744","46,590","43,321","25,011","13,521","1,875","49"
"경상북도 김천시 (4715000000)","142,256","142,256","11,713","13,339","15,906","17,355","21,106","23,965","18,395","12,950","6,698","784","45","142,908","142,908","11,654","13,025","15,961","17,064","20,923","24,026","19,191","13,080","7,071","870","43","141,104","141,104","11,254","12,514","15,304","16,413","20,054","24,233","19,726","13,268","7,328","967","43","141,229","141,229","10,992","12,238","15,142","15,969","19,668","24,045","20,927","13,358","7,795","1,043","52","140,548","140,548","10,437","12,245","14,620","15,142","19,401","23,907","22,012","13,435","8,114","1,182","53","140,239","140,239","9,980","12,209","14,146","14,498","19,216","23,564","23,391","13,488","8,449","1,265","33"
"경상북도 안동시 (4717000000)","168,798","168,798","13,747","16,588","18,188","19,420","25,857","27,920","21,956","16,213","7,785","1,067","57","166,272","166,272","12,885","15,865","17,886","18,215","25,118","27,652","22,805","16,472","8,145","1,174","55","162,180","162,180","11,822","14,958","17,293","17,075","23,742","27,468","23,296","16,709","8,530","1,226","61","160,052","160,052","11,208","14,193","17,030","16,155","22,829","27,107","24,285","16,634","9,207","1,340","64","158,907","158,907","10,643","13,736","16,790","15,481","22,332","26,500","25,641","16,626","9,644","1,452","62","156,972","156,972","9,970","13,343","16,268","14,980","21,625","25,727","26,818","16,671","10,016","1,513","41"
"경상북도 구미시 (4719000000)","419,891","419,891","46,975","51,972","61,662","72,600","76,311","61,669","27,603","13,827","6,372","860","40","421,799","421,799","46,188","50,148","61,187","72,014","76,096","64,045","29,982","14,406","6,719","974","40","421,494","421,494","44,869","48,831","59,997","70,842","74,477","67,005","32,215","15,043","7,099","1,074","42","419,742","419,742","43,510","46,848","58,590","68,344","73,569","68,769","35,811","15,466","7,687","1,101","47","416,328","416,328","41,366","44,917","56,651","65,718","73,143","69,803","39,469","16,035","8,019","1,155","52","412,581","412,581","38,692","44,170","54,463","62,965","72,728","70,065","43,315","16,494","8,411","1,248","30"
"경상북도 영주시 (4721000000)","109,247","109,247","7,679","11,018","10,551","10,915","16,171","19,272","15,990","11,457","5,389","755","50","108,371","108,371","7,437","10,432","10,527","10,375","15,840","18,925","16,692","11,601","5,721","780","41","106,801","106,801","7,035","9,873","10,329","9,866","15,021","18,908","16,946","11,828","6,089","864","42","105,067","105,067","6,595","9,374","10,083","9,181","14,370","18,439","17,702","11,746","6,588","939","50","103,119","103,119","6,100","8,883","9,629","8,488","13,901","17,941","18,377","11,868","6,856","1,016","60","101,942","101,942","5,742","8,608","9,477","8,121","13,410","17,337","19,200","11,785","7,112","1,101","49"
"경상북도 영천시 (4723000000)","100,521","100,521","6,341","7,892","10,012","10,289","14,421","17,903","15,901","11,709","5,496","520","37","100,615","100,615","6,122","7,530","10,151","10,094","13,898","18,068","16,379","11,933","5,848","551","41","101,595","101,595","5,880","7,281","10,501","9,952","13,325","18,679","16,905","12,166","6,225","639","42","102,470","102,470","5,915","6,987","10,700","9,780","13,059","18,497","17,842","12,262","6,673","713","42","102,015","102,015","5,699","6,692","10,151","9,440","12,658","18,310","18,724","12,538","6,966","794","43","101,888","101,888","5,527","6,547","9,646","9,149","12,245","18,106","19,721","12,741","7,291","894","21"
"경상북도 상주시 (4725000000)","101,799","101,799","6,252","9,013","9,184","9,010","13,658","18,268","15,860","12,774","6,774","960","46","100,947","100,947","6,027","8,520","9,093","8,725","13,114","18,070","16,377","12,770","7,170","1,039","42","100,297","100,297","5,740","8,180","9,050","8,454","12,460","18,008","16,924","12,771","7,562","1,103","45","100,688","100,688","5,451","8,223","9,122","8,125","12,215","17,722","17,718","12,777","8,086","1,200","49","97,228","97,228","5,200","7,541","8,163","7,445","11,490","16,728","18,318","12,639","8,366","1,276","62","95,566","95,566","4,902","7,295","7,641","7,029","10,949","16,169","19,155","12,388","8,621","1,381","36"
"경상북도 문경시 (4728000000)","74,702","74,702","4,968","6,926","6,730","7,277","10,036","13,026","11,689","9,083","4,317","598","52","73,294","73,294","4,655","6,455","6,524","6,821","9,634","12,704","12,051","9,140","4,586","670","54","71,874","71,874","4,309","6,142","6,206","6,433","9,151","12,479","12,342","9,202","4,859","695","56","72,242","72,242","4,178","5,949","6,373","6,210","9,014","12,400","12,917","9,204","5,186","754","57","71,406","71,406","4,072","5,580","6,207","5,726","8,787","12,037","13,378","9,268","5,480","814","57","71,154","71,154","3,827","5,427","6,140","5,416","8,563","11,824","14,084","9,183","5,792","867","31"
"경상북도 경산시 (4729000000)","258,037","258,037","23,519","25,346","34,602","37,297","43,475","41,707","27,905","16,547","6,861","722","56","259,485","259,485","22,907","24,757","35,146","36,273","42,913","42,570","29,398","17,244","7,393","823","61","261,093","261,093","22,362","24,018","35,598","35,636","41,961","43,982","30,577","18,077","7,932","885","65","263,185","263,185","21,681","23,434","35,849","34,705","41,832","44,492","32,650","18,827","8,692","954","69","263,728","263,728","20,476","22,700","36,229","33,192","41,568","44,853","34,901","19,395","9,254","1,095","65","268,369","268,369","19,729","22,857","36,271","32,967","41,676","45,856","37,558","20,275","9,888","1,262","30"
"경상북도 군위군 (4772000000)","24,171","24,171","924","1,288","1,851","1,727","2,606","4,613","4,696","4,090","2,151","213","12","24,215","24,215","893","1,197","1,805","1,719","2,499","4,655","4,812","4,115","2,270","239","11","23,919","23,919","792","1,119","1,788","1,590","2,388","4,669","4,855","4,083","2,364","261","10","23,843","23,843","751","1,039","1,712","1,517","2,284","4,557","5,124","4,033","2,529","283","14","23,256","23,256","681","961","1,522","1,309","2,159","4,312","5,336","4,018","2,612","331","15","22,945","22,945","605","919","1,379","1,206","2,006","4,154","5,607","3,993","2,710","351","15"
"경상북도 의성군 (4773000000)","54,014","54,014","2,223","2,936","3,909","3,807","5,656","10,049","10,409","9,387","5,021","590","27","53,474","53,474","2,136","2,753","3,743","3,660","5,403","9,770","10,754","9,242","5,326","652","35","52,944","52,944","2,030","2,617","3,615","3,538","5,166","9,534","10,959","9,220","5,533","697","35","52,595","52,595","2,025","2,455","3,439","3,482","4,922","9,203","11,347","9,016","5,926","740","40","51,724","51,724","1,911","2,296","3,154","3,243","4,700","8,714","11,789","8,938","6,135","796","48","50,632","50,632","1,801","2,186","2,833","2,951","4,458","8,174","12,182","8,851","6,304","876","16"
"경상북도 청송군 (4775000000)","26,301","26,301","1,207","1,607","2,109","2,055","3,083","5,078","4,811","4,126","1,972","241","12","26,006","26,006","1,180","1,494","2,050","1,963","2,925","4,993","4,910","4,198","2,023","256","14","25,678","25,678","1,102","1,379","1,982","1,871","2,707","4,961","5,051","4,178","2,151","281","15","25,416","25,416","1,048","1,294","1,893","1,815","2,513","4,827","5,287","4,083","2,350","287","19","25,044","25,044","979","1,207","1,694","1,693","2,399","4,708","5,527","4,042","2,466","308","21","24,539","24,539","917","1,149","1,572","1,554","2,239","4,471","5,734","3,970","2,583","339","11"
"경상북도 영양군 (4776000000)","17,713","17,713","959","1,180","1,336","1,318","2,166","3,218","3,043","2,929","1,368","176","20","17,479","17,479","885","1,135","1,273","1,263","2,087","3,168","3,165","2,845","1,462","171","25","17,356","17,356","822","1,086","1,292","1,196","1,964","3,164","3,216","2,820","1,555","213","28","16,993","16,993","799","1,019","1,210","1,123","1,831","3,054","3,297","2,765","1,652","216","27","16,692","16,692","726","938","1,145","1,032","1,729","2,987","3,456","2,684","1,715","252","28","16,320","16,320","675","892","1,065","993","1,602","2,846","3,611","2,583","1,772","268","13"
"경상북도 영덕군 (4777000000)","39,052","39,052","1,996","2,674","2,989","3,125","4,788","6,957","6,830","6,299","2,993","381","20","38,529","38,529","1,937","2,544","2,903","2,958","4,592","6,771","6,961","6,272","3,147","422","22","38,108","38,108","1,915","2,384","2,897","2,849","4,357","6,700","6,997","6,213","3,326","442","28","37,361","37,361","1,849","2,229","2,676","2,707","4,146","6,447","7,152","6,068","3,583","476","28","36,313","36,313","1,675","2,117","2,425","2,406","3,873","6,165","7,410","5,909","3,780","523","30","35,314","35,314","1,458","2,030","2,232","2,157","3,631","5,992","7,540","5,770","3,926","562","16"
"경상북도 청도군 (4782000000)","43,564","43,564","1,822","2,780","3,401","3,459","5,190","8,192","8,436","6,302","3,530","430","22","43,346","43,346","1,736","2,631","3,344","3,338","4,956","8,112","8,643","6,325","3,755","484","22","43,057","43,057","1,640","2,516","3,253","3,128","4,755","8,015","8,917","6,321","3,986","504","22","42,910","42,910","1,600","2,420","3,081","3,026","4,612","7,676","9,297","6,450","4,173","553","22","42,263","42,263","1,526","2,254","2,865","2,777","4,439","7,302","9,613","6,588","4,280","598","21","41,891","41,891","1,412","2,233","2,582","2,575","4,283","7,091","9,963","6,674","4,417","652","9"
"경상북도 고령군 (4783000000)","34,257","34,257","2,190","2,588","2,995","3,246","4,868","6,507","5,392","4,104","2,134","222","11","33,768","33,768","2,011","2,467","2,960","3,018","4,639","6,454","5,564","4,133","2,246","268","8","32,969","32,969","1,809","2,313","2,872","2,741","4,342","6,400","5,714","4,134","2,355","280","9","32,373","32,373","1,623","2,174","2,798","2,561","4,090","6,147","6,033","4,082","2,562","298","5","31,361","31,361","1,418","2,041","2,541","2,265","3,822","5,899","6,267","4,109","2,674","314","11","30,626","30,626","1,316","1,908","2,302","2,055","3,550","5,716","6,588","4,118","2,722","347","4"
"경상북도 성주군 (4784000000)","45,205","45,205","2,442","2,958","4,275","4,070","5,705","9,151","7,903","5,401","2,917","362","21","45,138","45,138","2,312","2,742","4,268","3,884","5,591","9,227","8,131","5,528","3,036","400","19","44,672","44,672","2,212","2,598","4,050","3,771","5,212","9,222","8,351","5,633","3,144","460","19","44,015","44,015","2,015","2,486","3,826","3,500","4,979","8,861","8,830","5,686","3,359","451","22","43,414","43,414","1,910","2,257","3,534","3,290","4,759","8,521","9,308","5,836","3,482","489","28","42,842","42,842","1,819","2,182","3,200","3,149","4,509","8,085","9,853","5,935","3,583","516","11"
"경상북도 칠곡군 (4785000000)","123,199","123,199","13,011","12,988","15,756","20,694","21,402","17,678","10,640","7,234","3,324","429","43","120,864","120,864","12,078","12,716","14,570","19,425","21,377","17,994","11,301","7,342","3,539","483","39","118,828","118,828","11,277","12,413","13,591","18,204","20,926","18,743","11,826","7,486","3,807","520","35","117,047","117,047","10,468","11,958","12,939","16,540","20,816","19,212","12,764","7,537","4,193","578","42","114,758","114,758","9,524","11,541","12,032","14,876","20,660","19,625","13,758","7,677","4,406","618","41","113,822","113,822","8,686","11,350","11,574","13,720","20,557","20,000","14,926","7,686","4,635","670","18"
"경상북도 예천군 (4790000000)","46,166","46,166","3,000","3,210","3,585","4,115","5,186","7,766","7,945","7,002","3,848","484","25","49,253","49,253","3,593","3,570","3,810","4,668","5,813","7,865","8,267","6,995","4,116","527","29","53,274","53,274","4,383","4,090","4,106","5,427","6,553","8,117","8,603","7,008","4,420","539","28","55,100","55,100","4,621","4,341","4,162","5,623","6,946","8,171","8,924","6,919","4,737","623","33","55,613","55,613","4,639","4,346","4,114","5,471","7,087","8,090","9,422","6,827","4,927","656","34","55,739","55,739","4,450","4,455","4,031","5,272","7,225","7,901","9,803","6,746","5,114","718","24"
